geocode,year,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
23_001_046500,2018,4991.0,1030.0,3670.0,3.5,0.0,93.0,54.0,6261.0,82184.0,66406.0,3540.0,73.0,248.0,33.0,132.0,21.0,6702.0,93.0,24.0,6702.0,6702.0,2917.0
23_001_020100,2018,929.0,61.0,357.0,4.8,0.0,22.0,3.0,932.0,27026.0,18601.0,340.0,3.0,37.0,25.0,239.0,0.0,1242.0,191.0,142.0,1242.0,1242.0,817.0
23_005_011500,2018,4985.0,1668.0,4157.0,4.6,0.0,52.0,81.0,7002.0,92783.0,81466.0,3964.0,41.0,71.0,180.0,24.0,55.0,7344.0,136.0,90.0,7344.0,7344.0,2603.0
23_005_014000,2018,2921.0,746.0,2202.0,4.0,0.0,26.0,16.0,3883.0,72833.0,67935.0,2115.0,56.0,21.0,34.0,3.0,0.0,3957.0,,,3957.0,3957.0,1737.0
23_005_013000,2018,2906.0,748.0,2025.0,3.3,0.0,37.0,0.0,3845.0,70031.0,61667.0,1959.0,43.0,26.0,41.0,8.0,0.0,3920.0,,,3920.0,3920.0,1616.0
23_005_016500,2018,2448.0,479.0,1707.0,4.3,0.0,28.0,16.0,3135.0,78873.0,60192.0,1634.0,61.0,21.0,2.0,24.0,4.0,3220.0,44.0,7.0,3220.0,3220.0,1340.0
23_005_016000,2018,4266.0,1438.0,3001.0,2.8,0.0,112.0,91.0,5202.0,66967.0,56483.0,2918.0,51.0,56.0,1.0,50.0,0.0,5382.0,,,5382.0,5382.0,2449.0
23_005_015000,2018,2381.0,505.0,1443.0,2.4,0.0,0.0,12.0,2675.0,57912.0,47548.0,1408.0,56.0,3.0,49.0,9.0,0.0,2804.0,85.0,16.0,2804.0,2804.0,1401.0
23_011_010802,2018,4182.0,1424.0,3459.0,3.6,0.0,65.0,184.0,5910.0,80659.0,68098.0,3333.0,34.0,136.0,36.0,35.0,0.0,6301.0,,,6301.0,6301.0,2579.0
23_011_024200,2018,4299.0,1462.0,3420.0,2.8,0.0,0.0,258.0,6349.0,65699.0,51148.0,3325.0,15.0,50.0,280.0,167.0,73.0,7150.0,,,7150.0,7150.0,2608.0
23_019_003000,2020,2955.0,1146.0,1990.0,3.0,0.0,114.0,0.0,3756.0,106910.0,82656.0,1931.0,10.0,2.0,11.0,19.0,0.0,3820.0,89.0,4.0,3820.0,3820.0,1575.0
23_019_004100,2020,1340.0,310.0,979.0,2.5,0.0,40.0,120.0,1555.0,47005.0,38326.0,955.0,18.0,64.0,26.0,243.0,0.0,1899.0,23.0,10.0,1899.0,1899.0,921.0
23_019_004300,2020,3500.0,1172.0,2481.0,2.8,17.0,80.0,6.0,4748.0,76678.0,59500.0,2412.0,0.0,19.0,2.0,0.0,0.0,4907.0,126.0,36.0,4907.0,4907.0,2138.0
23_019_005000,2020,1372.0,679.0,1000.0,3.1,12.0,15.0,339.0,1452.0,96311.0,73750.0,969.0,9.0,23.0,21.0,21.0,0.0,1869.0,68.0,55.0,1869.0,1869.0,763.0
23_019_006100,2020,1437.0,842.0,2040.0,5.4,0.0,36.0,143.0,3328.0,62531.0,42245.0,1930.0,0.0,59.0,97.0,51.0,44.0,3694.0,154.0,57.0,3694.0,3694.0,1386.0
23_019_006300,2020,856.0,729.0,2219.0,10.3,0.0,0.0,230.0,3367.0,67318.0,46936.0,1991.0,0.0,18.0,569.0,196.0,0.0,4306.0,516.0,412.0,4306.0,4306.0,579.0
23_019_011000,2020,2214.0,493.0,1708.0,3.2,16.0,29.0,23.0,2731.0,91166.0,94042.0,1653.0,5.0,14.0,84.0,11.0,0.0,2902.0,40.0,20.0,2902.0,2902.0,1283.0
23_019_012000,2020,1145.0,288.0,848.0,4.0,4.0,23.0,8.0,1525.0,94469.0,75547.0,814.0,0.0,3.0,5.0,4.0,0.0,1544.0,6.0,6.0,1544.0,1544.0,625.0
23_027_043000,2020,5667.0,2544.0,2515.0,4.1,21.0,63.0,121.0,5949.0,82124.0,53925.0,2411.0,61.0,103.0,118.0,144.0,66.0,6953.0,359.0,195.0,6953.0,6953.0,3355.0
23_019_013000,2020,2540.0,620.0,1566.0,3.0,0.0,84.0,36.0,3030.0,73804.0,61711.0,1519.0,7.0,15.0,0.0,34.0,0.0,3143.0,72.0,19.0,3143.0,3143.0,1480.0
23_019_018000,2020,2203.0,377.0,1670.0,5.3,0.0,0.0,8.0,2841.0,81803.0,67983.0,1581.0,74.0,20.0,80.0,6.0,0.0,2965.0,67.0,21.0,2965.0,2965.0,1141.0
23_019_009000,2020,5168.0,1640.0,3745.0,3.4,11.0,24.0,129.0,6293.0,109865.0,79652.0,3618.0,0.0,87.0,101.0,77.0,0.0,6794.0,160.0,28.0,6794.0,6794.0,2879.0
23_019_020500,2020,1794.0,337.0,1218.0,1.7,0.0,4.0,14.0,2150.0,76169.0,65104.0,1197.0,19.0,62.0,7.0,0.0,8.0,2262.0,15.0,7.0,2262.0,2262.0,962.0
23_019_002000,2020,5410.0,2513.0,4046.0,2.7,12.0,145.0,120.0,7072.0,115073.0,97260.0,3937.0,30.0,102.0,48.0,39.0,0.0,7759.0,194.0,77.0,7759.0,7759.0,2972.0
23_019_008001,2020,3565.0,763.0,2496.0,6.8,0.0,64.0,112.0,4077.0,73275.0,61310.0,2326.0,10.0,216.0,415.0,16.0,0.0,4766.0,197.0,8.0,4766.0,4766.0,1848.0
23_019_013500,2020,1781.0,304.0,1176.0,5.8,8.0,21.0,35.0,2379.0,77057.0,67431.0,1108.0,3.0,41.0,8.0,5.0,11.0,2493.0,22.0,16.0,2493.0,2493.0,948.0
23_019_022500,2020,1423.0,182.0,997.0,9.4,0.0,29.0,1.0,1736.0,68069.0,56295.0,903.0,35.0,71.0,25.0,21.0,0.0,1889.0,43.0,34.0,1889.0,1889.0,710.0
23_019_029000,2020,1579.0,298.0,829.0,11.7,0.0,30.0,4.0,1932.0,60205.0,44091.0,732.0,34.0,37.0,0.0,0.0,0.0,1978.0,11.0,0.0,1978.0,1978.0,894.0
23_021_960800,2020,2586.0,521.0,1557.0,4.3,0.0,6.0,64.0,3155.0,69056.0,57847.0,1490.0,45.0,51.0,54.0,81.0,0.0,3403.0,73.0,35.0,3403.0,3403.0,1532.0
23_021_960700,2020,3197.0,895.0,1802.0,5.4,24.0,44.0,164.0,4026.0,84380.0,49643.0,1704.0,62.0,26.0,142.0,66.0,0.0,4428.0,162.0,134.0,4428.0,4428.0,1860.0
23_021_960600,2020,1706.0,160.0,934.0,5.7,6.0,59.0,0.0,2111.0,55283.0,41438.0,881.0,11.0,76.0,0.0,0.0,0.0,2187.0,7.0,3.0,2187.0,2187.0,1059.0
23_021_960400,2020,828.0,185.0,474.0,4.9,1.0,19.0,4.0,1026.0,73803.0,58158.0,451.0,23.0,9.0,6.0,3.0,0.0,1075.0,18.0,6.0,1075.0,1075.0,474.0
23_021_960500,2020,1397.0,293.0,792.0,1.8,3.0,34.0,75.0,1526.0,67175.0,46836.0,778.0,31.0,11.0,33.0,8.0,0.0,1747.0,51.0,14.0,1747.0,1747.0,825.0
23_021_960900,2020,981.0,116.0,516.0,13.2,0.0,4.0,56.0,1223.0,63426.0,41815.0,448.0,2.0,59.0,0.0,2.0,0.0,1340.0,22.0,16.0,1340.0,1340.0,583.0
23_017_966800,2020,1938.0,520.0,1372.0,6.3,0.0,34.0,57.0,2661.0,82407.0,57730.0,1286.0,31.0,15.0,25.0,17.0,4.0,2872.0,63.0,27.0,2872.0,2872.0,1097.0
23_017_966600,2020,2487.0,704.0,1603.0,5.4,0.0,17.0,81.0,2923.0,89878.0,66389.0,1517.0,105.0,49.0,33.0,6.0,0.0,3145.0,67.0,22.0,3145.0,3145.0,1300.0
23_017_965800,2020,2784.0,520.0,1768.0,4.9,0.0,15.0,26.0,3467.0,76831.0,61042.0,1682.0,31.0,27.0,0.0,27.0,0.0,3578.0,9.0,5.0,3578.0,3578.0,1459.0
23_017_966900,2020,2324.0,428.0,1481.0,4.3,5.0,43.0,98.0,2673.0,66905.0,54528.0,1417.0,104.0,80.0,134.0,126.0,23.0,3141.0,59.0,23.0,3141.0,3141.0,1179.0
23_017_965100,2020,1052.0,193.0,517.0,8.3,0.0,6.0,0.0,1230.0,58555.0,42663.0,474.0,42.0,15.0,30.0,1.0,0.0,1279.0,35.0,12.0,1279.0,1279.0,591.0
23_017_965600,2020,2845.0,578.0,1643.0,5.2,11.0,47.0,28.0,3285.0,60510.0,41862.0,1558.0,43.0,30.0,26.0,0.0,0.0,3492.0,20.0,20.0,3492.0,3492.0,1595.0
23_017_966100,2020,1504.0,297.0,835.0,2.3,0.0,66.0,1.0,1873.0,60800.0,54338.0,816.0,22.0,17.0,6.0,62.0,0.0,1980.0,31.0,10.0,1980.0,1980.0,702.0
23_017_966300,2020,2504.0,457.0,2026.0,4.8,0.0,42.0,19.0,3568.0,90831.0,85500.0,1929.0,114.0,76.0,10.0,52.0,0.0,3747.0,25.0,11.0,3747.0,3747.0,1294.0
23_017_965500,2020,1777.0,201.0,975.0,7.6,0.0,28.0,20.0,2218.0,77958.0,46250.0,901.0,20.0,34.0,65.0,15.0,0.0,2379.0,35.0,35.0,2379.0,2379.0,889.0
23_017_966700,2020,2410.0,469.0,1700.0,5.8,0.0,34.0,27.0,3224.0,70460.0,52986.0,1602.0,57.0,52.0,47.0,17.0,0.0,3400.0,110.0,33.0,3400.0,3400.0,1271.0
23_017_965400,2020,2760.0,369.0,1379.0,4.9,0.0,0.0,64.0,3359.0,60862.0,48902.0,1311.0,51.0,0.0,19.0,0.0,0.0,3504.0,48.0,0.0,3504.0,3504.0,1475.0
23_017_965700,2020,2341.0,546.0,1418.0,4.4,0.0,25.0,69.0,3037.0,65902.0,56719.0,1356.0,65.0,47.0,76.0,36.0,1.0,3234.0,66.0,47.0,3234.0,3234.0,1233.0
23_017_966402,2020,1638.0,190.0,1253.0,16.4,11.0,33.0,0.0,1913.0,74930.0,58750.0,1047.0,71.0,106.0,0.0,51.0,0.0,2038.0,30.0,0.0,2038.0,2038.0,819.0
23_017_966002,2020,1029.0,300.0,685.0,7.0,0.0,47.0,21.0,1276.0,61059.0,41563.0,637.0,23.0,19.0,0.0,12.0,0.0,1336.0,15.0,2.0,1336.0,1336.0,565.0
23_017_966401,2020,3056.0,828.0,2110.0,6.1,0.0,22.0,83.0,3936.0,87351.0,74663.0,1982.0,17.0,58.0,0.0,0.0,0.0,4089.0,15.0,2.0,4089.0,4089.0,1485.0
23_017_966001,2020,1449.0,377.0,896.0,2.3,0.0,18.0,71.0,1653.0,76924.0,56563.0,875.0,20.0,14.0,8.0,51.0,0.0,1816.0,20.0,3.0,1816.0,1816.0,804.0
23_023_970200,2020,4885.0,1567.0,3564.0,7.0,0.0,48.0,275.0,5749.0,93933.0,86721.0,3313.0,94.0,31.0,12.0,43.0,20.0,6241.0,187.0,87.0,6241.0,6241.0,2630.0
23_017_966500,2020,3921.0,998.0,2188.0,6.4,0.0,22.0,196.0,4523.0,73271.0,54135.0,2049.0,78.0,117.0,22.0,53.0,0.0,5113.0,122.0,92.0,5113.0,5113.0,1955.0
23_011_011000,2020,3199.0,959.0,2176.0,8.8,0.0,32.0,63.0,4098.0,87621.0,70430.0,1985.0,10.0,39.0,69.0,5.0,0.0,4306.0,184.0,89.0,4306.0,4306.0,1837.0
23_019_024500,2020,1725.0,281.0,941.0,2.7,0.0,19.0,0.0,2249.0,58563.0,40642.0,916.0,91.0,31.0,44.0,49.0,0.0,2375.0,46.0,31.0,2375.0,2375.0,953.0
23_019_031000,2020,1141.0,255.0,632.0,5.2,0.0,31.0,27.0,1500.0,59423.0,44531.0,599.0,8.0,10.0,0.0,3.0,0.0,1541.0,12.0,7.0,1541.0,1541.0,695.0
23_019_000400,2020,1474.0,749.0,1082.0,4.2,4.0,77.0,61.0,1828.0,88421.0,58125.0,1037.0,0.0,46.0,17.0,11.0,0.0,2014.0,131.0,86.0,2014.0,2014.0,954.0
23_019_000500,2020,2726.0,916.0,1971.0,3.7,0.0,85.0,60.0,3159.0,64561.0,50566.0,1899.0,22.0,17.0,55.0,98.0,47.0,3453.0,63.0,32.0,3453.0,3453.0,1695.0
23_019_000600,2020,1404.0,397.0,905.0,7.0,0.0,35.0,0.0,1583.0,50515.0,43281.0,842.0,3.0,31.0,7.0,71.0,0.0,1729.0,89.0,32.0,1729.0,1729.0,959.0
23_011_020500,2020,1820.0,258.0,1075.0,1.2,0.0,13.0,17.0,2249.0,74030.0,54938.0,1062.0,76.0,102.0,0.0,4.0,0.0,2368.0,16.0,6.0,2368.0,2368.0,927.0
23_011_022000,2020,1942.0,402.0,1445.0,1.8,0.0,108.0,0.0,2704.0,75679.0,57659.0,1419.0,21.0,29.0,0.0,0.0,0.0,2733.0,13.0,6.0,2733.0,2733.0,1173.0
23_009_965300,2020,3659.0,803.0,2162.0,7.3,42.0,52.0,158.0,4732.0,72456.0,57037.0,2005.0,0.0,23.0,48.0,13.0,0.0,4974.0,65.0,65.0,4974.0,4974.0,2094.0
23_009_965100,2020,1673.0,399.0,1079.0,7.0,0.0,11.0,48.0,1968.0,66551.0,56696.0,1003.0,48.0,66.0,54.0,35.0,0.0,2172.0,25.0,0.0,2172.0,2172.0,985.0
23_009_965800,2020,1725.0,432.0,792.0,0.5,6.0,17.0,11.0,2043.0,84359.0,61172.0,788.0,173.0,53.0,0.0,8.0,0.0,2113.0,74.0,37.0,2113.0,2113.0,987.0
23_009_966300,2020,3470.0,1371.0,2314.0,3.0,24.0,48.0,28.0,4442.0,82095.0,61250.0,2244.0,152.0,21.0,2.0,37.0,0.0,4553.0,62.0,27.0,4553.0,4553.0,2164.0
23_009_966400,2020,1365.0,630.0,1124.0,3.6,0.0,13.0,108.0,2138.0,86131.0,62917.0,1084.0,110.0,18.0,10.0,82.0,14.0,2380.0,99.0,48.0,2380.0,2380.0,817.0
23_009_966600,2020,2493.0,782.0,1464.0,7.0,0.0,27.0,23.0,3063.0,84709.0,62619.0,1362.0,381.0,16.0,0.0,30.0,0.0,3150.0,100.0,68.0,3150.0,3150.0,1474.0
23_009_965700,2020,2372.0,571.0,1683.0,4.9,0.0,42.0,16.0,2978.0,72977.0,60350.0,1600.0,97.0,101.0,32.0,66.0,30.0,3216.0,45.0,25.0,3216.0,3216.0,1277.0
23_009_965400,2020,2036.0,675.0,1293.0,1.8,0.0,15.0,46.0,2403.0,81082.0,60357.0,1270.0,48.0,80.0,10.0,11.0,0.0,2564.0,23.0,5.0,2564.0,2564.0,1144.0
23_009_966200,2020,1459.0,480.0,1180.0,2.2,0.0,32.0,29.0,1823.0,94557.0,76958.0,1154.0,259.0,0.0,66.0,3.0,6.0,1930.0,91.0,42.0,1930.0,1930.0,831.0
23_009_965900,2020,3947.0,2215.0,3109.0,4.5,0.0,19.0,21.0,4710.0,91495.0,67045.0,2969.0,34.0,0.0,151.0,184.0,0.0,5161.0,253.0,49.0,5161.0,5161.0,2318.0
23_017_965900,2020,2279.0,795.0,1517.0,5.0,0.0,5.0,0.0,2571.0,81916.0,41106.0,1441.0,50.0,139.0,0.0,47.0,35.0,2907.0,5.0,0.0,2907.0,2907.0,1390.0
23_017_966200,2020,3971.0,696.0,2255.0,1.3,0.0,156.0,63.0,5066.0,57473.0,53801.0,2226.0,0.0,36.0,61.0,0.0,0.0,5226.0,49.0,25.0,5226.0,5226.0,2080.0
23_009_966100,2020,1261.0,460.0,879.0,3.2,30.0,1.0,4.0,1621.0,77743.0,59505.0,851.0,56.0,4.0,2.0,14.0,0.0,1648.0,27.0,19.0,1648.0,1648.0,787.0
23_001_040000,2020,3044.0,1108.0,2472.0,5.7,0.0,68.0,117.0,3925.0,102331.0,89273.0,2332.0,86.0,8.0,194.0,0.0,0.0,4176.0,78.0,0.0,4176.0,4176.0,1663.0
23_001_046000,2020,3256.0,685.0,2513.0,0.7,8.0,48.0,18.0,4248.0,114038.0,92337.0,2496.0,10.0,22.0,0.0,22.0,5.0,4377.0,117.0,75.0,4377.0,4377.0,1701.0
23_001_046500,2020,5034.0,746.0,3568.0,3.2,15.0,54.0,38.0,6656.0,87480.0,70536.0,3453.0,125.0,13.0,45.0,177.0,10.0,6935.0,94.0,41.0,6935.0,6935.0,2917.0
23_029_990000,2020,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23_001_010100,2020,1169.0,186.0,621.0,16.7,8.0,5.0,25.0,1341.0,34146.0,24977.0,517.0,0.0,25.0,18.0,154.0,0.0,1538.0,97.0,58.0,1538.0,1538.0,957.0
23_001_010300,2020,1646.0,429.0,1286.0,13.3,27.0,32.0,82.0,2147.0,75485.0,74034.0,1115.0,13.0,128.0,48.0,261.0,0.0,2554.0,172.0,136.0,2554.0,2554.0,1007.0
23_001_010400,2020,1626.0,358.0,1336.0,2.2,0.0,13.0,99.0,2054.0,85818.0,62500.0,1306.0,2.0,15.0,68.0,9.0,0.0,2245.0,76.0,0.0,2245.0,2245.0,974.0
23_013_970302,2020,3168.0,945.0,2039.0,3.6,0.0,71.0,15.0,4177.0,78506.0,63636.0,1965.0,42.0,117.0,62.0,33.0,16.0,4402.0,51.0,14.0,4402.0,4402.0,1716.0
23_013_970301,2020,2313.0,874.0,1506.0,2.9,0.0,36.0,27.0,3065.0,88048.0,69091.0,1463.0,44.0,37.0,25.0,43.0,4.0,3234.0,66.0,17.0,3234.0,3234.0,1340.0
23_001_010500,2020,1437.0,226.0,1059.0,7.6,0.0,13.0,170.0,1956.0,53920.0,47625.0,979.0,20.0,23.0,18.0,177.0,0.0,2295.0,57.0,45.0,2295.0,2295.0,950.0
23_001_020100,2020,1204.0,207.0,578.0,15.4,0.0,26.0,15.0,1122.0,37632.0,26171.0,489.0,1.0,2.0,59.0,353.0,0.0,1573.0,279.0,243.0,1573.0,1573.0,959.0
23_001_020200,2020,1006.0,219.0,897.0,1.6,0.0,0.0,0.0,1286.0,50819.0,39659.0,883.0,0.0,42.0,0.0,135.0,0.0,1456.0,30.0,25.0,1456.0,1456.0,811.0
23_001_020500,2020,2420.0,428.0,1662.0,6.6,0.0,81.0,130.0,3051.0,70016.0,58032.0,1552.0,11.0,74.0,88.0,200.0,9.0,3492.0,106.0,48.0,3492.0,3492.0,1456.0
23_001_020600,2020,2051.0,550.0,1477.0,5.3,0.0,0.0,0.0,2595.0,99008.0,81375.0,1398.0,0.0,15.0,19.0,12.0,0.0,2662.0,23.0,0.0,2662.0,2662.0,1290.0
23_001_020900,2020,2778.0,754.0,2068.0,7.8,0.0,67.0,74.0,3612.0,60994.0,50205.0,1906.0,0.0,47.0,90.0,580.0,0.0,4390.0,605.0,275.0,4390.0,4390.0,1612.0
23_001_045000,2020,1468.0,302.0,1026.0,2.9,0.0,32.0,46.0,2180.0,90224.0,76799.0,996.0,5.0,44.0,16.0,19.0,0.0,2267.0,60.0,31.0,2267.0,2267.0,767.0
23_001_041000,2020,4253.0,1074.0,3530.0,1.4,0.0,91.0,11.0,5800.0,103804.0,100344.0,3482.0,48.0,30.0,0.0,5.0,0.0,5883.0,18.0,0.0,5883.0,5883.0,2375.0
23_001_043000,2020,1380.0,288.0,928.0,2.0,0.0,26.0,8.0,1794.0,84027.0,72935.0,909.0,33.0,13.0,0.0,58.0,0.0,1873.0,7.0,7.0,1873.0,1873.0,798.0
23_001_041500,2020,4003.0,814.0,3133.0,3.9,0.0,21.0,78.0,5166.0,96627.0,69113.0,3011.0,51.0,70.0,69.0,387.0,0.0,5854.0,115.0,13.0,5854.0,5854.0,2228.0
23_001_030200,2020,3245.0,834.0,2330.0,3.5,0.0,98.0,113.0,4284.0,83395.0,69149.0,2249.0,14.0,36.0,0.0,59.0,0.0,4529.0,117.0,37.0,4529.0,4529.0,1761.0
23_001_010600,2020,2127.0,540.0,1620.0,5.4,5.0,0.0,12.0,2868.0,81545.0,58643.0,1532.0,46.0,54.0,2.0,22.0,0.0,3030.0,6.0,0.0,3030.0,3030.0,1215.0
23_001_042000,2020,4290.0,846.0,3168.0,7.2,0.0,22.0,267.0,5265.0,91955.0,83305.0,2939.0,106.0,40.0,12.0,156.0,0.0,5822.0,56.0,56.0,5822.0,5822.0,2306.0
23_001_030100,2020,3429.0,680.0,2799.0,2.4,0.0,99.0,59.0,4876.0,87725.0,73750.0,2732.0,31.0,14.0,118.0,73.0,0.0,5140.0,53.0,29.0,5140.0,5140.0,1977.0
23_001_020700,2020,4256.0,1377.0,3283.0,4.5,0.0,54.0,65.0,5315.0,81084.0,77018.0,3134.0,0.0,13.0,97.0,142.0,0.0,5632.0,190.0,34.0,5632.0,5632.0,2331.0
23_001_010700,2020,2201.0,691.0,2059.0,2.6,0.0,73.0,0.0,2973.0,109891.0,93131.0,2006.0,8.0,1.0,91.0,49.0,0.0,3132.0,128.0,65.0,3132.0,3132.0,1352.0
23_001_010200,2020,3319.0,1030.0,2860.0,2.6,0.0,39.0,5.0,4963.0,105442.0,71385.0,2787.0,32.0,125.0,105.0,111.0,0.0,5149.0,192.0,125.0,5149.0,5149.0,2113.0
23_001_010800,2020,2763.0,951.0,2230.0,11.4,0.0,28.0,94.0,3821.0,104203.0,66938.0,1975.0,0.0,145.0,27.0,29.0,0.0,4095.0,102.0,21.0,4095.0,4095.0,1741.0
23_007_970101,2020,1715.0,791.0,1128.0,1.4,0.0,57.0,90.0,2049.0,109644.0,66793.0,1112.0,63.0,4.0,19.0,4.0,0.0,2166.0,93.0,52.0,2166.0,2166.0,1055.0
23_007_970601,2020,1323.0,374.0,844.0,10.3,0.0,0.0,16.0,1541.0,81680.0,61154.0,757.0,55.0,0.0,0.0,0.0,3.0,1560.0,15.0,9.0,1560.0,1560.0,816.0
23_023_970301,2020,3631.0,1624.0,2338.0,0.9,0.0,23.0,241.0,3749.0,107435.0,83569.0,2317.0,0.0,41.0,119.0,98.0,78.0,4352.0,302.0,83.0,4352.0,4352.0,2021.0
23_023_970100,2020,2303.0,689.0,1947.0,2.9,0.0,51.0,16.0,3443.0,70787.0,61357.0,1891.0,17.0,38.0,0.0,25.0,0.0,3536.0,45.0,33.0,3536.0,3536.0,1494.0
23_031_022500,2020,2622.0,593.0,1817.0,3.1,0.0,77.0,33.0,3201.0,80984.0,67127.0,1761.0,74.0,27.0,3.0,25.0,0.0,3601.0,22.0,13.0,3601.0,3601.0,1447.0
23_011_014500,2020,1897.0,798.0,1028.0,1.2,4.0,5.0,37.0,2276.0,82841.0,63100.0,1016.0,16.0,23.0,16.0,10.0,0.0,2371.0,69.0,18.0,2371.0,2371.0,1110.0
23_011_018000,2020,3408.0,968.0,2198.0,6.0,17.0,22.0,82.0,4270.0,86568.0,70958.0,2066.0,68.0,45.0,54.0,39.0,0.0,4526.0,57.0,13.0,4526.0,4526.0,1999.0
23_019_028500,2020,994.0,85.0,530.0,8.3,0.0,25.0,1.0,1318.0,53381.0,46146.0,486.0,41.0,35.0,0.0,1.0,0.0,1354.0,21.0,13.0,1354.0,1354.0,531.0
23_019_028000,2020,1125.0,220.0,667.0,0.0,0.0,9.0,1.0,1381.0,69623.0,55417.0,667.0,27.0,25.0,8.0,0.0,2.0,1426.0,20.0,7.0,1426.0,1426.0,653.0
23_019_000300,2020,3174.0,1315.0,2160.0,6.4,0.0,24.0,87.0,3658.0,89176.0,54052.0,2022.0,80.0,240.0,234.0,74.0,0.0,4284.0,309.0,211.0,4284.0,4284.0,1786.0
23_011_010900,2020,1080.0,140.0,697.0,14.8,0.0,3.0,0.0,1553.0,57811.0,32483.0,594.0,0.0,5.0,30.0,28.0,0.0,1688.0,29.0,13.0,1688.0,1688.0,775.0
23_019_027000,2020,4044.0,854.0,1998.0,7.3,52.0,26.0,17.0,4762.0,52023.0,41080.0,1852.0,59.0,31.0,38.0,13.0,17.0,4861.0,105.0,0.0,4861.0,4861.0,2398.0
23_019_015500,2020,1613.0,273.0,989.0,3.5,0.0,11.0,18.0,1912.0,64377.0,55057.0,954.0,55.0,1.0,3.0,6.0,0.0,1987.0,44.0,3.0,1987.0,1987.0,847.0
23_019_006200,2020,2365.0,1585.0,1689.0,3.2,0.0,19.0,0.0,3020.0,126412.0,105417.0,1635.0,12.0,43.0,0.0,66.0,0.0,3129.0,37.0,18.0,3129.0,3129.0,1325.0
23_019_000700,2020,2498.0,1076.0,1874.0,9.9,7.0,12.0,36.0,3037.0,108314.0,79306.0,1688.0,0.0,92.0,21.0,42.0,0.0,3265.0,80.0,37.0,3265.0,3265.0,1351.0
23_019_015000,2020,2984.0,448.0,1960.0,3.0,0.0,28.0,9.0,3605.0,71002.0,50319.0,1901.0,43.0,94.0,21.0,1.0,0.0,3807.0,228.0,215.0,3807.0,3807.0,1783.0
23_019_014000,2020,1438.0,197.0,1003.0,8.1,0.0,18.0,0.0,1837.0,63924.0,54238.0,922.0,62.0,28.0,0.0,39.0,9.0,1925.0,22.0,0.0,1925.0,1925.0,855.0
23_019_012500,2020,1893.0,337.0,1312.0,3.5,0.0,32.0,4.0,2349.0,76767.0,59625.0,1266.0,19.0,94.0,3.0,27.0,18.0,2505.0,38.0,13.0,2505.0,2505.0,1002.0
23_019_007100,2020,3131.0,1196.0,2424.0,1.6,0.0,364.0,3.0,4349.0,63704.0,46072.0,2385.0,13.0,230.0,12.0,57.0,0.0,4621.0,52.0,27.0,4621.0,4621.0,1875.0
23_019_004200,2020,2171.0,678.0,1371.0,2.8,0.0,76.0,17.0,2799.0,95939.0,73906.0,1333.0,31.0,8.0,0.0,0.0,0.0,2827.0,10.0,0.0,2827.0,2827.0,1097.0
23_019_026500,2020,1488.0,122.0,758.0,6.1,0.0,3.0,0.0,1867.0,57648.0,49250.0,712.0,30.0,34.0,2.0,4.0,0.0,1909.0,11.0,10.0,1909.0,1909.0,807.0
23_019_000900,2020,4814.0,1346.0,3338.0,1.8,0.0,142.0,233.0,6445.0,73951.0,58660.0,3278.0,13.0,346.0,146.0,124.0,0.0,7213.0,196.0,94.0,7213.0,7213.0,2666.0
23_019_007200,2020,2110.0,682.0,1481.0,3.7,20.0,35.0,69.0,2648.0,79969.0,51500.0,1426.0,12.0,106.0,0.0,0.0,0.0,2837.0,89.0,28.0,2837.0,2837.0,1270.0
