geocode,year,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
06_075_022802,2010,1610.0,558.6700000000001,1041.0,2.6,0.0,5.0,676.0,887.0,94483.0,55505.0,1014.0,0.0,20.0,363.0,122.0,0.0,2072.0,495.0,216.0,2072.0,2072.0,579.0
06_075_022801,2010,3409.0,1946.5390000000002,3064.0,3.9,0.0,37.0,1441.0,2104.0,127026.0,85275.0,2945.0,13.0,46.0,614.0,204.0,26.0,4468.0,1224.0,631.0,4468.0,4468.0,1757.0
06_075_022600,2010,1437.0,1102.179,1312.0,4.3,0.0,46.0,83.0,1000.0,171792.0,129122.0,1255.0,0.0,46.0,325.0,176.0,0.0,1599.0,274.0,139.0,1599.0,1599.0,826.0
06_075_020800,2010,4952.0,1936.232,4563.0,7.0,0.0,0.0,3276.0,1926.0,85496.0,63785.0,4243.0,53.0,123.0,979.0,235.0,0.0,6470.0,3319.0,2216.0,6470.0,6470.0,2441.0
06_075_020700,2010,4886.0,3503.2620000000006,4226.0,4.5,0.0,91.0,998.0,3795.0,141010.0,108235.0,4034.0,0.0,51.0,809.0,152.0,7.0,5709.0,1170.0,653.0,5709.0,5709.0,2810.0
06_075_020200,2010,4753.0,2704.457,3768.0,10.0,0.0,94.0,1302.0,2942.0,76786.0,56825.0,3390.0,35.0,18.0,1263.0,451.0,15.0,5822.0,2008.0,807.0,5822.0,5822.0,2936.0
06_075_018000,2010,2909.0,1457.409,2149.0,7.7,0.0,32.0,572.0,1546.0,145626.0,126389.0,1983.0,0.0,50.0,750.0,720.0,44.0,3615.0,944.0,622.0,3615.0,3615.0,1368.0
06_075_017902,2010,1464.0,559.248,1352.0,10.4,33.0,12.0,488.0,953.0,66509.0,36553.0,1211.0,0.0,29.0,489.0,527.0,30.0,2501.0,669.0,398.0,2501.0,2501.0,629.0
06_075_017700,2010,1295.0,586.635,1168.0,4.6,0.0,11.0,625.0,733.0,113415.0,92679.0,1114.0,23.0,25.0,155.0,30.0,0.0,1549.0,624.0,330.0,1549.0,1549.0,653.0
06_075_020100,2010,4605.0,1878.84,3441.0,9.5,0.0,70.0,2243.0,1655.0,71109.0,39915.0,3114.0,12.0,183.0,1403.0,385.0,48.0,5680.0,2681.0,1377.0,5680.0,5680.0,2702.0
06_075_017601,2010,5425.0,1779.3999999999999,3524.0,7.9,20.0,68.0,494.0,1831.0,53427.0,24353.0,3247.0,0.0,191.0,3099.0,1171.0,83.0,6706.0,2645.0,1572.0,6706.0,6706.0,3438.0
06_075_016000,2018,2515.0,1638.0,1709.0,3.0,0.0,0.0,165.0,1110.0,112755.0,112969.0,1657.0,0.0,53.0,1203.0,188.0,12.0,2717.0,1313.0,611.0,2717.0,2717.0,1857.0
06_075_011700,2018,1452.0,846.0,1057.0,3.6,0.0,22.0,152.0,640.0,120028.0,73854.0,1019.0,0.0,18.0,732.0,153.0,0.0,1727.0,867.0,393.0,1727.0,1727.0,993.0
06_075_012502,2018,3209.0,514.0,1797.0,13.9,0.0,69.0,887.0,705.0,36959.0,17052.0,1547.0,0.0,480.0,1475.0,535.0,0.0,4034.0,1827.0,747.0,4034.0,4034.0,2285.0
06_075_012302,2018,2317.0,1147.0,1818.0,9.2,0.0,33.0,392.0,1263.0,65384.0,51845.0,1650.0,0.0,17.0,764.0,162.0,28.0,2656.0,1045.0,754.0,2656.0,2656.0,1934.0
06_075_012301,2018,1790.0,521.0,852.0,10.2,0.0,42.0,494.0,613.0,46000.0,25833.0,765.0,0.0,15.0,735.0,150.0,30.0,1973.0,1106.0,539.0,1973.0,1973.0,1284.0
06_075_010500,2018,2698.0,2158.0,1796.0,6.9,0.0,17.0,153.0,1673.0,189742.0,150955.0,1672.0,0.0,35.0,973.0,313.0,0.0,3151.0,1249.0,646.0,3151.0,3151.0,1772.0
06_075_061500,2018,14464.0,11524.0,12618.0,4.2,0.0,417.0,1134.0,7579.0,272171.0,208425.0,12084.0,0.0,78.0,7868.0,377.0,41.0,16968.0,,,16968.0,16968.0,8497.0
06_075_017802,2018,5200.0,3019.0,4099.0,3.8,18.0,51.0,1206.0,2106.0,150629.0,95076.0,3942.0,0.0,49.0,2436.0,590.0,93.0,6367.0,,,6367.0,6367.0,2762.0
06_075_017801,2018,3621.0,1619.0,1779.0,6.9,0.0,47.0,314.0,853.0,97681.0,28634.0,1657.0,0.0,0.0,2585.0,142.0,86.0,3895.0,2840.0,626.0,3895.0,3895.0,2471.0
06_075_016802,2018,3285.0,2091.0,2613.0,2.4,0.0,43.0,539.0,1727.0,161014.0,89318.0,2549.0,0.0,139.0,1062.0,439.0,0.0,3774.0,799.0,362.0,3774.0,3774.0,2032.0
06_075_012501,2018,3265.0,1180.0,2194.0,9.8,0.0,7.0,1193.0,1012.0,41213.0,24956.0,1980.0,0.0,56.0,1661.0,396.0,204.0,4293.0,,,4293.0,4293.0,2275.0
06_075_012402,2018,3926.0,2176.0,2907.0,6.1,0.0,39.0,1011.0,1546.0,100076.0,60356.0,2731.0,0.0,39.0,1619.0,425.0,47.0,4662.0,,,4662.0,4662.0,2859.0
06_075_012401,2018,3811.0,1117.0,2680.0,2.8,0.0,7.0,1262.0,1497.0,44775.0,32571.0,2606.0,0.0,104.0,1343.0,521.0,48.0,4667.0,,,4667.0,4667.0,2762.0
06_075_012201,2018,3704.0,1776.0,2809.0,2.6,0.0,68.0,1343.0,1869.0,86705.0,67569.0,2736.0,0.0,125.0,897.0,360.0,64.0,4620.0,,,4620.0,4620.0,2615.0
06_075_060700,2018,10747.0,7323.0,8925.0,1.8,0.0,192.0,1666.0,4862.0,186451.0,161496.0,8762.0,0.0,115.0,6360.0,374.0,8.0,13222.0,,,13222.0,13222.0,6312.0
06_075_016200,2018,3078.0,2241.0,2747.0,3.4,0.0,60.0,244.0,1853.0,205089.0,186042.0,2653.0,0.0,14.0,1061.0,192.0,0.0,3430.0,883.0,442.0,3430.0,3430.0,1823.0
06_075_022702,2018,1830.0,1569.0,1698.0,1.5,0.0,13.0,263.0,1361.0,253344.0,212439.0,1672.0,32.0,30.0,472.0,95.0,0.0,2200.0,487.0,353.0,2200.0,2200.0,1002.0
06_075_022600,2018,2865.0,2388.0,2659.0,0.7,0.0,43.0,243.0,1841.0,252541.0,218114.0,2640.0,0.0,22.0,1079.0,153.0,0.0,3328.0,762.0,577.0,3328.0,3328.0,1721.0
06_075_020200,2018,5379.0,3341.0,4378.0,4.8,0.0,62.0,845.0,3256.0,138933.0,106404.0,4169.0,0.0,238.0,1426.0,535.0,79.0,6131.0,,,6131.0,6131.0,3137.0
06_075_018000,2018,2821.0,1676.0,2290.0,7.2,0.0,22.0,727.0,1320.0,184219.0,160469.0,2126.0,0.0,104.0,964.0,490.0,30.0,3504.0,1005.0,537.0,3504.0,3504.0,1386.0
06_075_017902,2018,1552.0,601.0,1806.0,15.8,0.0,18.0,783.0,840.0,86627.0,54375.0,1521.0,17.0,94.0,387.0,863.0,118.0,3008.0,,,3008.0,3008.0,606.0
06_075_017700,2018,1571.0,1088.0,1395.0,0.8,0.0,6.0,672.0,687.0,179564.0,151406.0,1384.0,0.0,54.0,496.0,42.0,0.0,1877.0,487.0,160.0,1877.0,1877.0,761.0
06_075_020100,2018,5639.0,2982.0,4385.0,5.7,0.0,85.0,2142.0,2056.0,126865.0,71750.0,4136.0,0.0,184.0,1568.0,684.0,23.0,6343.0,,,6343.0,6343.0,3280.0
06_075_017601,2018,8490.0,3866.0,6570.0,1.1,15.0,29.0,2109.0,2388.0,95536.0,55998.0,6498.0,0.0,337.0,4566.0,1445.0,42.0,10343.0,,,10343.0,10343.0,5919.0
06_041_124200,2006,3947.0,,2333.0,,11.0,60.0,252.0,4667.0,208145.0,131944.0,2249.0,18.0,16.0,387.0,18.0,28.0,5352.0,833.0,446.0,5352.0,5352.0,2380.0
06_001_427500,2006,540.0,,524.0,,85.0,14.0,165.0,181.0,48068.0,35726.0,429.0,0.0,8.0,190.0,477.0,126.0,1131.0,171.0,121.0,1131.0,1131.0,280.0
06_075_012500,2006,5369.0,,2141.0,,0.0,7.0,746.0,1952.0,18196.0,11536.0,1660.0,0.0,161.0,2253.0,1153.0,119.0,6317.0,2674.0,1108.0,6317.0,6317.0,3988.0
06_075_012400,2006,5674.0,,3690.0,,0.0,16.0,1923.0,2080.0,30405.0,18761.0,3528.0,0.0,168.0,2054.0,759.0,60.0,6923.0,3352.0,1982.0,6923.0,6923.0,3973.0
06_075_012300,2006,3633.0,,2615.0,,0.0,34.0,1174.0,1585.0,35644.0,22150.0,2362.0,0.0,181.0,1199.0,466.0,22.0,4581.0,2190.0,1457.0,4581.0,4581.0,2994.0
06_075_012100,2006,2188.0,,1704.0,,0.0,8.0,95.0,1516.0,39284.0,27125.0,1530.0,0.0,32.0,865.0,71.0,11.0,2579.0,1075.0,470.0,2579.0,2579.0,1832.0
06_075_011700,2006,1312.0,,849.0,,0.0,9.0,72.0,560.0,45416.0,23160.0,799.0,0.0,26.0,769.0,125.0,0.0,1531.0,723.0,310.0,1531.0,1531.0,928.0
06_075_010500,2006,2232.0,,1708.0,,0.0,35.0,151.0,1765.0,164713.0,119290.0,1635.0,0.0,16.0,413.0,11.0,9.0,2415.0,512.0,349.0,2415.0,2415.0,1487.0
06_075_060700,2006,3725.0,,3059.0,,0.0,42.0,381.0,2168.0,137167.0,106058.0,2824.0,44.0,0.0,1713.0,219.0,10.0,4475.0,1855.0,614.0,4475.0,4475.0,2193.0
06_075_016200,2006,2105.0,,1793.0,,0.0,8.0,231.0,1494.0,64646.0,49712.0,1640.0,0.0,6.0,347.0,352.0,16.0,2431.0,436.0,181.0,2431.0,2431.0,1347.0
06_075_022802,2006,1969.0,,1286.0,,0.0,20.0,1131.0,857.0,98353.0,77396.0,1232.0,23.0,207.0,293.0,64.0,0.0,2319.0,940.0,511.0,2319.0,2319.0,627.0
06_075_022801,2006,3402.0,,3283.0,,0.0,51.0,2144.0,2077.0,99422.0,71161.0,3150.0,25.0,41.0,365.0,122.0,41.0,4779.0,2008.0,1427.0,4779.0,4779.0,1507.0
06_075_022600,2006,1224.0,,1096.0,,0.0,16.0,136.0,987.0,152086.0,119459.0,1058.0,0.0,64.0,69.0,52.0,0.0,1314.0,167.0,40.0,1314.0,1314.0,772.0
06_075_020800,2006,5608.0,,4830.0,,0.0,30.0,3391.0,2342.0,77893.0,57912.0,4643.0,0.0,37.0,904.0,123.0,0.0,6900.0,3304.0,2235.0,6900.0,6900.0,2485.0
06_075_020700,2006,6014.0,,5194.0,,0.0,84.0,1312.0,4393.0,124771.0,95987.0,4977.0,0.0,76.0,836.0,317.0,8.0,6835.0,1455.0,920.0,6835.0,6835.0,3002.0
06_075_020200,2006,4608.0,,3849.0,,0.0,24.0,1106.0,3220.0,78440.0,60326.0,3566.0,11.0,85.0,766.0,536.0,34.0,5660.0,1459.0,619.0,5660.0,5660.0,2764.0
06_075_018000,2006,2510.0,,1596.0,,0.0,57.0,466.0,1303.0,122792.0,110172.0,1517.0,0.0,108.0,534.0,650.0,29.0,3002.0,831.0,547.0,3002.0,3002.0,1023.0
06_075_017902,2006,1752.0,,1703.0,,0.0,0.0,547.0,1126.0,75189.0,57969.0,1432.0,0.0,22.0,423.0,414.0,32.0,2530.0,905.0,595.0,2530.0,2530.0,643.0
06_075_017901,2006,7419.0,,5395.0,,0.0,131.0,665.0,4861.0,152109.0,115127.0,5117.0,0.0,67.0,2179.0,661.0,56.0,8416.0,2519.0,1099.0,8416.0,8416.0,4074.0
06_075_017800,2006,6002.0,,3144.0,,0.0,90.0,513.0,3039.0,84318.0,43077.0,3039.0,10.0,115.0,2446.0,659.0,51.0,6715.0,2777.0,641.0,6715.0,6715.0,3480.0
06_075_017700,2006,1355.0,,1119.0,,0.0,0.0,603.0,759.0,86233.0,66156.0,1100.0,0.0,21.0,181.0,37.0,0.0,1580.0,617.0,380.0,1580.0,1580.0,689.0
06_075_020100,2006,4577.0,,3382.0,,0.0,65.0,2822.0,1228.0,54145.0,31285.0,3114.0,0.0,256.0,1271.0,344.0,9.0,5717.0,3233.0,1805.0,5717.0,5717.0,2443.0
06_075_017601,2006,4688.0,,2775.0,,7.0,41.0,659.0,1557.0,42782.0,20573.0,2491.0,0.0,72.0,2580.0,1044.0,131.0,5905.0,2117.0,923.0,5905.0,5905.0,2716.0
06_075_017602,2006,997.0,,847.0,,0.0,0.0,114.0,658.0,179543.0,108269.0,801.0,0.0,19.0,263.0,0.0,0.0,1054.0,424.0,139.0,1054.0,1054.0,694.0
06_075_016800,2006,5180.0,,4449.0,,0.0,75.0,808.0,3616.0,95115.0,56715.0,4309.0,0.0,156.0,617.0,1273.0,3.0,6293.0,962.0,564.0,6293.0,6293.0,3097.0
06_075_016100,2006,4197.0,,1920.0,,0.0,75.0,573.0,1416.0,43287.0,19340.0,1635.0,0.0,92.0,777.0,2566.0,45.0,5229.0,1719.0,682.0,5229.0,5229.0,2714.0
06_041_124200,2022,4262.0,3552.0,2615.0,16.6,0.0,0.0,274.0,4554.0,322640.0,205179.0,2180.0,0.0,57.0,709.0,41.0,0.0,5703.0,1439.0,629.0,5703.0,5703.0,2184.0
06_075_016802,2022,3176.0,2131.0,2866.0,1.2,0.0,0.0,299.0,1909.0,200979.0,141518.0,2832.0,41.0,154.0,1112.0,525.0,37.0,3807.0,614.0,293.0,3807.0,3807.0,1955.0
06_075_017801,2022,3336.0,1417.0,1545.0,9.9,0.0,9.0,293.0,648.0,95175.0,25625.0,1392.0,0.0,26.0,2499.0,75.0,31.0,3582.0,2651.0,553.0,3582.0,3582.0,2411.0
06_075_022702,2022,1846.0,1562.0,1649.0,3.2,0.0,15.0,317.0,1163.0,238487.0,240922.0,1597.0,35.0,3.0,541.0,34.0,0.0,2152.0,583.0,383.0,2152.0,2152.0,1063.0
06_075_018000,2022,3059.0,1930.0,2339.0,5.6,0.0,35.0,965.0,1186.0,224116.0,183507.0,2207.0,0.0,110.0,1118.0,461.0,39.0,3774.0,1170.0,705.0,3774.0,3774.0,1613.0
06_075_010500,2022,2666.0,2083.0,1771.0,7.6,0.0,0.0,49.0,1538.0,249629.0,187763.0,1636.0,0.0,9.0,1377.0,22.0,0.0,3108.0,1476.0,743.0,3108.0,3108.0,1792.0
06_075_011700,2022,1786.0,1022.0,1323.0,12.7,0.0,34.0,270.0,761.0,125400.0,93500.0,1155.0,0.0,42.0,817.0,225.0,0.0,2056.0,888.0,446.0,2056.0,2056.0,1152.0
06_075_016200,2022,2872.0,1953.0,2574.0,2.5,0.0,49.0,349.0,1705.0,234726.0,181425.0,2509.0,0.0,20.0,920.0,171.0,1.0,3230.0,935.0,361.0,3230.0,3230.0,1847.0
06_001_428700,2022,3131.0,1694.0,2069.0,7.8,229.0,97.0,683.0,1147.0,188969.0,117153.0,1907.0,18.0,106.0,2206.0,965.0,124.0,5078.0,1340.0,409.0,5078.0,5078.0,1495.0
06_075_017700,2022,1746.0,1018.0,1491.0,1.1,0.0,6.0,745.0,748.0,176000.0,156806.0,1474.0,0.0,56.0,534.0,54.0,0.0,2080.0,668.0,391.0,2080.0,2080.0,938.0
06_075_022600,2022,3205.0,2724.0,3199.0,1.0,0.0,55.0,400.0,1838.0,304860.0,239625.0,3166.0,0.0,32.0,1419.0,148.0,0.0,3849.0,964.0,601.0,3849.0,3849.0,2042.0
06_075_020101,2022,3399.0,1902.0,2908.0,4.4,0.0,19.0,1184.0,1432.0,207039.0,135223.0,2780.0,0.0,134.0,728.0,536.0,88.0,3924.0,1180.0,826.0,3924.0,3924.0,1861.0
06_075_017603,2022,3788.0,1934.0,2864.0,6.1,0.0,34.0,517.0,1307.0,123860.0,90590.0,2690.0,0.0,46.0,2635.0,322.0,0.0,4815.0,2133.0,765.0,4815.0,4815.0,2409.0
06_075_017803,2022,2014.0,1108.0,1582.0,3.9,0.0,55.0,472.0,821.0,181727.0,87132.0,1520.0,0.0,55.0,1051.0,69.0,33.0,2523.0,1077.0,773.0,2523.0,2523.0,1195.0
06_075_012503,2022,3162.0,744.0,2267.0,19.7,0.0,40.0,1405.0,831.0,53529.0,39133.0,1821.0,0.0,72.0,1666.0,481.0,107.0,4368.0,2257.0,1229.0,4368.0,4368.0,1919.0
06_075_017804,2022,2957.0,2105.0,2612.0,3.4,0.0,39.0,387.0,1178.0,152412.0,124674.0,2522.0,0.0,38.0,1812.0,52.0,0.0,3482.0,1386.0,597.0,3482.0,3482.0,1841.0
06_075_017602,2022,2717.0,926.0,2051.0,2.4,10.0,0.0,296.0,938.0,109317.0,69671.0,2002.0,34.0,135.0,1081.0,740.0,0.0,3199.0,1057.0,450.0,3199.0,3199.0,1594.0
06_075_061503,2022,2950.0,2582.0,2855.0,8.5,0.0,0.0,458.0,1271.0,268188.0,221781.0,2613.0,0.0,34.0,1427.0,49.0,0.0,3205.0,1722.0,1212.0,3205.0,3205.0,1747.0
06_075_060703,2022,4836.0,3922.0,4710.0,3.6,0.0,40.0,662.0,2740.0,220432.0,235371.0,4539.0,0.0,0.0,2620.0,26.0,122.0,6256.0,2347.0,947.0,6256.0,6256.0,2763.0
06_075_061502,2022,1612.0,1172.0,1375.0,10.0,0.0,0.0,227.0,1312.0,115429.0,93403.0,1238.0,0.0,0.0,248.0,133.0,16.0,1901.0,561.0,487.0,1901.0,1901.0,1355.0
06_075_017903,2022,1744.0,622.0,1996.0,12.7,8.0,28.0,973.0,938.0,147150.0,96000.0,1743.0,0.0,120.0,470.0,618.0,135.0,3136.0,1060.0,722.0,3136.0,3136.0,626.0
06_075_012504,2022,579.0,67.0,235.0,7.2,0.0,0.0,187.0,67.0,42708.0,25667.0,218.0,34.0,33.0,297.0,28.0,0.0,612.0,485.0,56.0,612.0,612.0,340.0
06_075_060702,2022,1639.0,714.0,1370.0,5.2,0.0,12.0,202.0,918.0,184668.0,141333.0,1299.0,0.0,0.0,681.0,20.0,0.0,1945.0,582.0,112.0,1945.0,1945.0,1030.0
06_075_060701,2022,6260.0,4991.0,5478.0,3.2,0.0,0.0,625.0,1713.0,298134.0,222692.0,5305.0,0.0,1.0,4141.0,1177.0,37.0,7879.0,3643.0,2124.0,7879.0,7879.0,3168.0
06_075_061504,2022,1106.0,975.0,1297.0,8.5,0.0,0.0,46.0,433.0,372331.0,247063.0,1187.0,0.0,19.0,977.0,13.0,87.0,1567.0,582.0,428.0,1567.0,1567.0,815.0
06_075_061507,2022,1211.0,553.0,1470.0,0.0,0.0,46.0,316.0,374.0,192461.0,118370.0,1470.0,0.0,0.0,1082.0,0.0,0.0,1772.0,842.0,583.0,1772.0,1772.0,742.0
06_075_990200,2022,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06_075_061501,2022,1568.0,1153.0,1164.0,2.7,0.0,27.0,36.0,767.0,412790.0,239147.0,1132.0,0.0,0.0,817.0,0.0,36.0,1656.0,512.0,102.0,1656.0,1656.0,1104.0
06_075_061506,2022,4326.0,4070.0,4060.0,4.8,0.0,34.0,316.0,1721.0,388121.0,250001.0,3867.0,0.0,0.0,2454.0,50.0,0.0,4541.0,1811.0,1155.0,4541.0,4541.0,2696.0
06_075_061505,2022,966.0,775.0,852.0,0.0,0.0,12.0,70.0,317.0,326058.0,250001.0,852.0,0.0,0.0,595.0,79.0,0.0,1061.0,363.0,187.0,1061.0,1061.0,524.0
06_075_017604,2022,2638.0,1560.0,2209.0,12.5,0.0,20.0,784.0,979.0,137563.0,100036.0,1932.0,0.0,18.0,877.0,385.0,80.0,3146.0,935.0,654.0,3146.0,3146.0,2040.0
06_075_020202,2022,3428.0,2622.0,2939.0,0.4,0.0,20.0,683.0,2066.0,177732.0,164327.0,2927.0,0.0,389.0,717.0,621.0,0.0,4113.0,833.0,276.0,4113.0,4113.0,2024.0
06_075_061508,2022,1887.0,1250.0,1287.0,1.0,0.0,0.0,251.0,945.0,297186.0,171915.0,1274.0,0.0,8.0,951.0,26.0,32.0,2222.0,813.0,413.0,2222.0,2222.0,1090.0
24_033_805202,2022,2499.0,617.0,2172.0,8.4,0.0,128.0,1330.0,110.0,96468.0,70524.0,1990.0,0.0,54.0,78.0,2824.0,0.0,4283.0,2043.0,1289.0,4283.0,4283.0,1183.0
24_033_805500,2022,2369.0,390.0,2104.0,7.8,8.0,92.0,2889.0,215.0,92696.0,61645.0,1939.0,2.0,42.0,15.0,739.0,0.0,3816.0,2191.0,1792.0,3816.0,3816.0,1141.0
24_031_702000,2022,3278.0,638.0,3069.0,9.4,0.0,22.0,3477.0,367.0,81335.0,57321.0,2780.0,0.0,33.0,299.0,1385.0,0.0,5423.0,3301.0,1891.0,5423.0,5423.0,1637.0
06_001_432502,2012,3144.0,748.272,2421.0,13.0,0.0,18.0,1324.0,483.0,73017.0,58953.0,2106.0,0.0,164.0,1899.0,1010.0,94.0,4609.0,1843.0,761.0,4609.0,4609.0,1498.0
06_001_432501,2012,3437.0,546.4830000000001,2589.0,12.8,0.0,63.0,1552.0,911.0,71258.0,58232.0,2258.0,2.0,112.0,2350.0,216.0,63.0,5007.0,2332.0,831.0,5007.0,5007.0,1492.0
06_001_409200,2012,1849.0,166.41,1521.0,13.7,0.0,57.0,1380.0,97.0,54784.0,43750.0,1313.0,9.0,215.0,286.0,1326.0,0.0,3182.0,1021.0,574.0,3182.0,3182.0,863.0
06_001_432400,2012,3762.0,658.3499999999999,3035.0,15.5,5.0,64.0,1747.0,1311.0,69214.0,57911.0,2566.0,8.0,92.0,1779.0,763.0,114.0,5718.0,2055.0,937.0,5718.0,5718.0,1783.0
02_122_000701,2022,4010.0,974.0,3176.0,4.2,0.0,43.0,251.0,4662.0,98181.0,88625.0,3044.0,187.0,709.0,102.0,16.0,0.0,5736.0,281.0,155.0,5736.0,5736.0,2233.0
02_122_000702,2022,3146.0,1131.0,1834.0,5.7,50.0,90.0,251.0,3562.0,119031.0,79107.0,1730.0,71.0,508.0,133.0,47.0,26.0,4722.0,52.0,22.0,4722.0,4722.0,1878.0
02_122_001000,2022,3255.0,1258.0,2206.0,10.3,59.0,20.0,303.0,3426.0,93165.0,68372.0,1978.0,121.0,556.0,134.0,31.0,25.0,4455.0,194.0,56.0,4455.0,4455.0,1954.0
02_122_000800,2022,3144.0,642.0,1564.0,9.2,7.0,26.0,145.0,3464.0,76181.0,55861.0,1420.0,141.0,445.0,65.0,10.0,6.0,4176.0,102.0,16.0,4176.0,4176.0,1806.0
02_122_000100,2022,282.0,5.0,268.0,11.9,10.0,0.0,35.0,115.0,79352.0,42159.0,236.0,35.0,244.0,10.0,4.0,19.0,388.0,4.0,0.0,388.0,388.0,109.0
02_122_000900,2022,1779.0,803.0,1201.0,3.0,10.0,29.0,53.0,2229.0,112188.0,91635.0,1165.0,108.0,236.0,49.0,1.0,0.0,2586.0,94.0,24.0,2586.0,2586.0,929.0
02_122_001100,2022,2511.0,989.0,1636.0,6.4,14.0,56.0,111.0,3073.0,93622.0,74375.0,1532.0,141.0,196.0,172.0,17.0,31.0,3641.0,239.0,66.0,3641.0,3641.0,1425.0
27_053_111200,2021,2559.0,2017.0,2039.0,4.7,0.0,88.0,303.0,2980.0,225135.0,163333.0,1944.0,0.0,113.0,163.0,171.0,28.0,3667.0,168.0,79.0,3667.0,3667.0,1440.0
27_053_111300,2021,3683.0,2917.0,2925.0,3.8,0.0,63.0,81.0,4696.0,241039.0,172875.0,2815.0,45.0,44.0,178.0,175.0,0.0,5159.0,241.0,108.0,5159.0,5159.0,1937.0
27_053_111400,2021,2918.0,2412.0,2360.0,2.2,9.0,60.0,187.0,3673.0,217576.0,194148.0,2308.0,13.0,8.0,125.0,150.0,0.0,4268.0,168.0,31.0,4268.0,4268.0,1591.0
27_053_109800,2021,3072.0,2542.0,2504.0,2.2,12.0,48.0,164.0,3893.0,179222.0,119345.0,2448.0,16.0,29.0,158.0,12.0,0.0,4304.0,165.0,40.0,4304.0,4304.0,1833.0
27_053_023600,2021,2796.0,2207.0,2153.0,3.4,0.0,8.0,126.0,3583.0,422578.0,250001.0,2080.0,0.0,27.0,230.0,0.0,0.0,4020.0,202.0,116.0,4020.0,4020.0,1473.0
27_053_023802,2021,1906.0,1348.0,1662.0,2.8,0.0,51.0,93.0,2452.0,241936.0,194803.0,1616.0,0.0,5.0,219.0,91.0,6.0,2861.0,180.0,48.0,2861.0,2861.0,1005.0
27_053_023100,2021,1313.0,1083.0,982.0,4.2,0.0,7.0,42.0,1596.0,256425.0,177212.0,941.0,6.0,0.0,329.0,38.0,0.0,2036.0,118.0,73.0,2036.0,2036.0,724.0
27_053_010700,2021,1740.0,1400.0,1482.0,3.1,0.0,42.0,53.0,2291.0,222502.0,142039.0,1436.0,6.0,15.0,48.0,200.0,0.0,2595.0,93.0,46.0,2595.0,2595.0,963.0
27_053_010600,2021,2192.0,1758.0,1750.0,6.1,0.0,43.0,36.0,2947.0,224066.0,151477.0,1643.0,7.0,25.0,130.0,51.0,0.0,3215.0,164.0,61.0,3215.0,3215.0,1275.0
27_053_012001,2021,4414.0,3235.0,3666.0,2.2,0.0,120.0,306.0,5077.0,168017.0,140734.0,3586.0,0.0,102.0,361.0,453.0,19.0,6247.0,274.0,89.0,6247.0,6247.0,2553.0
27_053_012001,2013,4291.0,2402.96,3646.0,10.0,0.0,131.0,485.0,4613.0,97450.0,93302.0,3283.0,0.0,146.0,361.0,159.0,0.0,5675.0,557.0,383.0,5675.0,5675.0,2372.0
27_053_126000,2013,2892.0,610.2120000000001,2041.0,18.7,0.0,90.0,930.0,1034.0,29084.0,18404.0,1659.0,19.0,258.0,139.0,2987.0,20.0,5184.0,1648.0,1093.0,5184.0,5184.0,2140.0
27_053_022802,2013,2432.0,1459.2,2227.0,4.4,0.0,29.0,127.0,2654.0,69730.0,51293.0,2128.0,19.0,10.0,218.0,173.0,0.0,3182.0,506.0,198.0,3182.0,3182.0,1871.0
27_053_022901,2013,3935.0,2833.2,3132.0,2.4,0.0,30.0,162.0,4464.0,96466.0,71542.0,3057.0,0.0,44.0,174.0,158.0,0.0,5052.0,460.0,284.0,5052.0,5052.0,2771.0
