,TRACTCE20,BLOCKCE20,GEOID20,sup_dist,geometry,percent
1508,20402,2000,60750204022000,7,"MULTIPOLYGON (((-122.445222 37.755737, -122.445268 37.755921, -122.445464 37.755984, -122.445929 37.75583, -122.44600054370517 37.755820557683585, -122.44592900009587 37.75583000007643, -122.44546399976542 37.755984000353514, -122.44526799994685 37.7559209999884, -122.44522199991611 37.75573700003518, -122.44523015479643 37.75572936296842, -122.445222 37.755737)), ((-122.44656 37.755346, -122.446152 37.755464, -122.445782 37.755507, -122.44561850848054 37.75554919135986, -122.44578199978274 37.75550699980544, -122.44615199967863 37.75546399999501, -122.44656000010761 37.75534599985831, -122.4468089996296 37.755348999900264, -122.44680899984401 37.75534899999812, -122.44656 37.755346)), ((-122.446126 37.755804, -122.44613736523479 37.755809709296344, -122.44612599998558 37.7558040000019, -122.446126 37.755804)), ((-122.446644 37.749796, -122.44684777445521 37.749916809141304, -122.44664399981183 37.74979600029164, -122.446644 37.749796)), ((-122.446777 37.756299, -122.44683854120586 37.75638828810793, -122.44677699984257 37.756298999954026, -122.4466501252514 37.756186608670184, -122.446777 37.756299)), ((-122.447357 37.752721, -122.447225 37.752848, -122.446777 37.753249, -122.446716 37.753388, -122.44672607879244 37.75349158758892, -122.44671599974319 37.753387999817996, -122.44677699984257 37.753248999745686, -122.44722499955625 37.7528480001485, -122.44735699980072 37.752720999656525, -122.44751106594117 37.752515291843906, -122.447357 37.752721)), ((-122.44753 37.755821, -122.447004 37.755438, -122.44686795500864 37.75537590767061, -122.44700399962329 37.7554379996681, -122.44753000005308 37.75582100000881, -122.44753393220752 37.75582220793302, -122.44753 37.755821)), ((-122.447061 37.749999, -122.447716 37.750197, -122.44782091423905 37.75022864768368, -122.44771599982593 37.75019700006946, -122.44706100042303 37.74999900030135, -122.44697189549288 37.7499749352791, -122.447061 37.749999)), ((-122.447633 37.750908, -122.44709 37.751505, -122.447034 37.751659, -122.447029 37.751775, -122.44709499986948 37.75193099969148, -122.44709499985989 37.751930999681, -122.44702899973764 37.75177500007673, -122.44703399976054 37.75165899986643, -122.44708999983699 37.75150499982059, -122.44763299998523 37.75090799997102, -122.44765884841166 37.75089336523751, -122.447633 37.750908)), ((-122.447376 37.754218, -122.447435 37.754329, -122.4476552379319 37.754746951529846, -122.44743499961854 37.75432899994403, -122.44737600006727 37.75421800033301, -122.44731279565217 37.754151368910414, -122.447376 37.754218)), ((-122.447536 37.752482, -122.44753599986721 37.75248200017729, -122.44740523870416 37.75227353996314, -122.447536 37.752482)), ((-122.447943 37.755532, -122.447962 37.755673, -122.44795907740402 37.75567693222006, -122.44796199987323 37.75567300016048, -122.44794299960662 37.75553200009668, -122.44773859790034 37.75494392510672, -122.447943 37.755532)), ((-122.4481329999108 37.7502500000102, -122.44813299957744 37.75025000021886, -122.44806881002442 37.75025733599721, -122.4481329999108 37.7502500000102)), ((-122.448838 37.750828, -122.44879402338806 37.75085813212299, -122.44883800010733 37.750827999691836, -122.44900593639245 37.75073556238917, -122.448838 37.750828)), ((-122.448885 37.749339, -122.44890774950487 37.74931762094723, -122.44888499996304 37.74933900008902, -122.44879475502017 37.74945947196179, -122.448885 37.749339)), ((-122.44951700159253 37.75021007948474, -122.44952199982258 37.750198000153034, -122.44968199965615 37.74982299982586, -122.44971699981629 37.749539999769794, -122.44963999982336 37.74931399983614, -122.44954299973901 37.74918199989504, -122.44939999962382 37.74910600027423, -122.44924499981315 37.74910600027423, -122.4491337469358 37.749150157144044, -122.449245 37.749106, -122.4494 37.749106, -122.449543 37.749182, -122.44964 37.749314, -122.449717 37.74954, -122.449682 37.749823, -122.449522 37.750198, -122.44951700159253 37.75021007948474)))",0.0
4671,12301,3003,60750123013003,3,"MULTIPOLYGON (((-122.408941 37.786296, -122.40884000000956 37.78583600004358, -122.40884000004222 37.785836000128256, -122.408941000299 37.78629599996224, -122.408941 37.786296)), ((-122.4094979997539 37.78528300003094, -122.4094979998182 37.78528300034873, -122.40887673462734 37.78536109201612, -122.4094979997539 37.78528300003094)), ((-122.409329 37.786247, -122.40926055697682 37.78625564357767, -122.40932899976379 37.78624700000419, -122.4096829997661 37.78620300001109, -122.40968299999639 37.78620299998208, -122.409683 37.786203, -122.409329 37.786247)))",0.0
2851,31302,3001,60750313023001,7,"MULTIPOLYGON (((-122.462559 37.711079, -122.462981 37.711209, -122.463473 37.711362, -122.46360536975922 37.711399167863426, -122.46347299967836 37.71136200009583, -122.46298099958375 37.711208999977764, -122.46255899999552 37.71107900017898, -122.462559 37.711079)), ((-122.463761 37.711503, -122.463785 37.711527, -122.46380511692598 37.71154839014915, -122.46378499984786 37.71152700006424, -122.46376099955842 37.71150299972983, -122.46371594578886 37.711458475838405, -122.463761 37.711503)), ((-122.4641442885514 37.71196795257874, -122.4641270001546 37.71195600011015, -122.46412700014982 37.71195600010357, -122.4641442885514 37.71196795257874)), ((-122.465042 37.712346, -122.465273 37.712362, -122.46527300001193 37.71236200035502, -122.4652729998272 37.71236200034264, -122.46504199984854 37.71234600006399, -122.46478524614506 37.712269140027246, -122.465042 37.712346)))",0.0
2344,22903,2008,60750229032008,9,"MULTIPOLYGON (((-122.403736 37.749584, -122.40387527658059 37.7497920104775, -122.40373599989965 37.74958400031549, -122.403736 37.749584)), ((-122.403952 37.749907, -122.40406219942952 37.750071851179094, -122.40395199978171 37.74990700012118, -122.40389602244379 37.74982303366567, -122.403952 37.749907)), ((-122.404075 37.750091, -122.40415043694422 37.75088331377347, -122.40407499981112 37.750090999717436, -122.404075 37.750091)))",0.0
4697,980300,1004,60759803001004,7,"MULTIPOLYGON (((-122.464611 37.77244, -122.46467786094472 37.77245705636344, -122.46461099985326 37.77244000026153, -122.46461099981624 37.77244000025241, -122.464611 37.77244)), ((-122.465825 37.772609, -122.46582500002182 37.7726090002969, -122.46565638445983 37.77260434211215, -122.465825 37.772609)))",0.0
6546,17700,1001,60750177001001,9,"POLYGON ((-122.407841 37.768774, -122.40784371047705 37.768815431577686, -122.40784099978444 37.768774000181565, -122.40782647394452 37.768556109167804, -122.407841 37.768774))",0.0
4731,15100,3003,60750151003003,3,"POLYGON ((-122.422077 37.788474, -122.42204676921747 37.788356793769374, -122.42207700004556 37.788473999986145, -122.4220770000467 37.788473999994025, -122.422077 37.788474))",0.0
2276,980300,1034,60759803001034,8,"MULTIPOLYGON (((-122.452947 37.766374, -122.45294700032149 37.76637399995918, -122.45297215365812 37.766426360676114, -122.452947 37.766374)), ((-122.45305 37.766742, -122.45303634555582 37.76667473921939, -122.45305000015031 37.76674200024651, -122.45308795174552 37.76692845857577, -122.45305 37.766742)), ((-122.453352 37.768246, -122.45324897371903 37.76772866482442, -122.45335200027411 37.76824600012155, -122.45335200002549 37.76824600012666, -122.453352 37.768246)), ((-122.454593 37.766165, -122.456913 37.765874, -122.457189 37.765881, -122.45749 37.765931, -122.45755910987124 37.76595035076395, -122.45748999979882 37.76593100002948, -122.45718900039824 37.76588100007618, -122.45691300021376 37.76587400026463, -122.45459300038122 37.76616499998661, -122.45437403018911 37.76619280357866, -122.454593 37.766165)))",0.0
4760,31000,3009,60750310003009,11,"MULTIPOLYGON (((-122.460241 37.724779, -122.4602756773505 37.724785935470095, -122.46024099962663 37.72477900028123, -122.46009527296253 37.72475437007817, -122.460241 37.724779)), ((-122.461202 37.724974, -122.461281 37.724997, -122.46159070331501 37.72509973269137, -122.46128099989234 37.72499699996964, -122.4612020002496 37.72497400015998, -122.46114228598064 37.72496330495176, -122.461202 37.724974)), ((-122.46212023721883 37.725273931116135, -122.46210400042305 37.72527000013147, -122.46210400009898 37.72527000002396, -122.46212023721883 37.725273931116135)))",0.0
4766,30800,4015,60750308004015,4,"POLYGON ((-122.47539 37.73745, -122.47540254175185 37.737697006502096, -122.47538999994522 37.73745000000272, -122.47539 37.73745))",0.0
2228,12504,1001,60750125041001,6,"POLYGON ((-122.412609 37.780459, -122.413365 37.779862, -122.41336500020003 37.77986200021315, -122.41336500007964 37.779862000308235, -122.41260900039434 37.78045900006816, -122.41255412312715 37.78050308142245, -122.412609 37.780459))",0.0
231,12405,2000,60750124052000,6,"MULTIPOLYGON (((-122.418227 37.778489, -122.4181828243481 37.77822896604901, -122.4182270003454 37.77848899995602, -122.418227 37.778489)), ((-122.4197119999844 37.77777000000199, -122.41971200000717 37.77777000011223, -122.41891514699665 37.777871822920325, -122.4197119999844 37.77777000000199)))",0.0
4170,980900,1037,60759809001037,9,"MULTIPOLYGON (((-122.40530499990406 37.74311499992688, -122.4053050000418 37.74311499973246, -122.40551845048854 37.74282546021911, -122.405305 37.743115, -122.40530499990406 37.74311499992688)), ((-122.406574 37.741381, -122.40651366235905 37.74146420243121, -122.40657399973806 37.74138100026481, -122.4066197274962 37.74130420125637, -122.406574 37.741381)), ((-122.406835 37.740855, -122.40678341394838 37.74098470207265, -122.40683499985397 37.74085499974005, -122.40693294815858 37.74055362105052, -122.406835 37.740855)), ((-122.407062 37.73957, -122.40696251244599 37.74040659988609, -122.4070619996347 37.73957000026377, -122.40706199966382 37.73956999997825, -122.407062 37.73957)))",0.0
2169,25502,3011,60750255023011,8,"MULTIPOLYGON (((-122.430149 37.732339, -122.43014900004114 37.73233899980713, -122.43031053900262 37.732352186857355, -122.430149 37.732339)), ((-122.430345 37.732355, -122.43034499997864 37.73235499999826, -122.43035311773941 37.73235477114167, -122.430345 37.732355)))",0.0
4856,31201,2001,60750312012001,7,"MULTIPOLYGON (((-122.45507 37.723687, -122.45448469378617 37.72356337096473, -122.4550700004072 37.72368699985746, -122.45509709859013 37.72369397993988, -122.45507 37.723687)), ((-122.455195 37.723714, -122.45518413332893 37.72371141269736, -122.45519499978472 37.72371399963045, -122.455195 37.723714)))",0.0
4896,980300,1019,60759803001019,1,"MULTIPOLYGON (((-122.50630199993303 37.766677999951895, -122.5063019999372 37.766677999950986, -122.50630199999793 37.76667799999851, -122.50630199993303 37.766677999951895)), ((-122.507122 37.767735, -122.50707186058023 37.767639324123586, -122.50712200009481 37.76773500007531, -122.50717533537065 37.76781174218323, -122.507122 37.767735)), ((-122.508277 37.769234, -122.5081016773315 37.769040251700716, -122.50827699998821 37.769233999796974, -122.50843608281166 37.769354652694226, -122.508277 37.769234)), ((-122.509005 37.769754, -122.50886471779569 37.76965972432506, -122.50900500008437 37.76975399993007, -122.50931782921246 37.769937686896554, -122.509005 37.769754)), ((-122.510854 37.770437, -122.510715 37.770437, -122.510454 37.770392, -122.51024516687741 37.77032124966223, -122.51045399970563 37.77039199971353, -122.51071499982154 37.7704369996974, -122.51085399973871 37.7704369996974, -122.51101099997435 37.7704369996974, -122.511011 37.770437, -122.510854 37.770437)))",0.0
2815,16801,2002,60750168012002,8,"MULTIPOLYGON (((-122.430074 37.770243, -122.4306314983851 37.770172421993855, -122.43007400033414 37.77024300009203, -122.4300740000262 37.7702430001312, -122.430074 37.770243)), ((-122.43181099978254 37.770501000027515, -122.43175899825358 37.77024320410817, -122.431811 37.770501, -122.43181099978254 37.770501000027515)))",0.0
366,15600,3002,60750156003002,2,"MULTIPOLYGON (((-122.456497 37.779695, -122.45649699999906 37.779694999995364, -122.45649700028717 37.77969499988699, -122.45650803428256 37.779691154719714, -122.456497 37.779695)), ((-122.456872 37.779591, -122.4568570616891 37.77959395390329, -122.45687200020586 37.77959099993571, -122.45701552568612 37.7795726076924, -122.456872 37.779591)), ((-122.45856 37.779373, -122.4582635977726 37.779411597833054, -122.4585600002018 37.77937299986334, -122.45862330645839 37.779358277567816, -122.45856 37.779373)))",0.0
2640,25600,2006,60750256002006,11,"POLYGON ((-122.418404 37.726425, -122.41841599278796 37.7264540631676, -122.41840399999393 37.72642500000158, -122.418404 37.726425))",0.0
1484,17102,3004,60750171023004,5,"MULTIPOLYGON (((-122.452996 37.766476, -122.45303634555582 37.76667473921939, -122.45299599972358 37.76647600009774, -122.45297215365812 37.766426360676114, -122.452996 37.766476)), ((-122.45316499980129 37.76730700002499, -122.45316499977804 37.76730699990827, -122.45308795174552 37.76692845857577, -122.453165 37.767307, -122.45316499980129 37.76730700002499)))",0.0
1501,11102,2004,60750111022004,2,"MULTIPOLYGON (((-122.422145 37.788943, -122.42217219375198 37.78907639637794, -122.42214499981765 37.78894300014158, -122.42214499980078 37.78894300002527, -122.422145 37.788943)), ((-122.42223699982794 37.789399000021604, -122.42223110783067 37.78936855712517, -122.422237 37.789399, -122.42223699982794 37.789399000021604)))",0.0
1109,17700,1024,60750177001024,6,"POLYGON ((-122.405585 37.7659, -122.40558499998026 37.76589999979068, -122.40558500042432 37.76589999976415, -122.40625715070261 37.765859726507486, -122.405585 37.7659))",0.0
5774,30800,4016,60750308004016,4,"MULTIPOLYGON (((-122.475221 37.734869, -122.47524610987345 37.73523129960267, -122.47522099987741 37.73486899986831, -122.47520700640148 37.734822208904944, -122.475221 37.734869)), ((-122.47538999994522 37.73745000000272, -122.47538999993179 37.73744999973813, -122.47538186720685 37.73731453816403, -122.47539 37.73745, -122.47538999994522 37.73745000000272)))",0.0
5834,40100,2005,60750401002005,2,"POLYGON ((-122.459134 37.785059, -122.45908671480684 37.784404445416016, -122.45913400029511 37.78505899998623, -122.459134 37.785059))",0.0
3381,16802,1005,60750168021005,5,"POLYGON ((-122.42085900042589 37.77475999994582, -122.42085900040294 37.77475999983858, -122.42123188672007 37.774712566448876, -122.42085900042589 37.77475999994582))",0.0
29,11700,4010,60750117004010,6,"MULTIPOLYGON (((-122.400152 37.79029, -122.401348 37.789348, -122.401402 37.789297, -122.40142620536999 37.78928033916092, -122.4014019997954 37.789297000320495, -122.40134800026706 37.789348000320814, -122.40015200092911 37.790289999900864, -122.400152 37.79029)), ((-122.401528 37.789205, -122.40170365616798 37.789065110925044, -122.40152800019209 37.78920500003599, -122.401512665122 37.78921720531106, -122.401528 37.789205)), ((-122.401939 37.788878, -122.401974 37.788835, -122.4019740000283 37.788835000329854, -122.40193900009575 37.78887800033554, -122.40176920560363 37.789012941862374, -122.401939 37.788878)))",0.0
3403,16000,2005,60750160002005,5,"POLYGON ((-122.42081 37.782417, -122.420738 37.782053, -122.42073454289512 37.782046085790235, -122.42073800002912 37.78205300001029, -122.42080999999915 37.78241699985538, -122.42081000002821 37.78241699999642, -122.42081 37.782417))",0.0
5854,17700,2016,60750177002016,6,"MULTIPOLYGON (((-122.413385 37.769502, -122.413389 37.769459, -122.41342606803927 37.769046374194396, -122.41338900036905 37.76945900012584, -122.4133850001988 37.769502000024545, -122.413385 37.769502)), ((-122.413396 37.768671, -122.41339600001423 37.76867099999914, -122.41339600004174 37.76867100032328, -122.41342700000389 37.7690359998502, -122.41342699999535 37.76903599994528, -122.413396 37.768671)), ((-122.414122 37.769537, -122.413466 37.769512, -122.41344955281382 37.76950996948319, -122.41346600036192 37.76951199996796, -122.41412199958974 37.76953699978656, -122.41448316558542 37.769549692720254, -122.414122 37.769537)), ((-122.415487 37.769589, -122.414899 37.769564, -122.414819 37.769565, -122.4147798910639 37.76956169501948, -122.41481899972374 37.769564999772186, -122.41489900008969 37.76956399995042, -122.41548700044379 37.769588999751335, -122.41552761868418 37.7695841434182, -122.415487 37.769589)))",0.0
